product_model,product_link,image_found,pdf_found,desc_found
GW40102,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40102BS,True,True,False
GW40103,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40103BS,True,True,False
GW40106,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40106BS,False,False,False
GW40104,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40104BD,True,True,False
GW40105,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40105BD,True,True,False
GW40107,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40107BS,True,True,False
GW40108,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40108BT,True,True,False
GW40109,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40109BQ,True,True,False
GW40113,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cde-range-enclosures-and-distribution-boards-for-specific-standards/GW40113,True,True,False
GW40114,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cde-range-enclosures-and-distribution-boards-for-specific-standards/GW40114,True,True,False
GW40115,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cde-range-enclosures-and-distribution-boards-for-specific-standards/GW40115,False,False,False
GW40123,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cde-range-enclosures-and-distribution-boards-for-specific-standards/GW40123,True,True,False
GW40124,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cde-range-enclosures-and-distribution-boards-for-specific-standards/GW40124,True,True,False
GW40125,,False,False,False
GW40001,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40001,True,True,False
GW40003,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40003,True,True,False
GW40005,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40005,True,True,False
GW40009,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40009,True,True,False
GW40022,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40022,True,True,False
GW40023,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40023,True,True,False
GW40024,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40024,True,True,False
GW40026,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40026,True,True,False
GW40028,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40028,True,True,False
GW40030,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40030,True,True,False
GW40032,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/40-cd-range-surface-mounting-distribution-boards-and-enclosures/GW40032,True,True,False
GW40401,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/green-wall-range-flush-mounting-system-for-plasterboard-walls/GW40401,True,True,False
GW40402,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/green-wall-range-flush-mounting-system-for-plasterboard-walls/GW40402,False,False,False
GW40404,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/green-wall-range-flush-mounting-system-for-plasterboard-walls/GW40404,True,True,False
GW40601,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40601,True,True,False
GW40602,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40602,True,True,False
GW40603,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40603,True,True,False
GW40604,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40604BS,True,True,False
GW40605,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40605BS,True,True,False
GW40608,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/domotics/40-cdi-range-flush-mounting-distribution-boards-and-enclosures/GW40608BS,True,True,False
DX30110,,False,False,False
DX30112,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30112,True,True,False
DX30114,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30114,True,True,False
DX30116,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30116,True,True,False
DX30120,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30120,True,True,False
DX30122,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30122,True,True,False
DX30125,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30125,True,True,False
DX30128,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30128,True,True,False
DX30132,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30132,True,True,False
DX30135,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30135,True,True,False
DX30140,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30140,True,True,False
DX30150,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30150,True,True,False
DX30160,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX30160,True,True,False
DX54110,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54110,True,True,False
DX54112,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54112,True,True,False
DX54116,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54116,True,True,False
DX54120,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54120,True,True,False
DX54122,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54122,True,True,False
DX54125,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54125,False,False,False
DX54128,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54128,True,True,False
DX54132,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54132,True,True,False
DX54140,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54140,True,True,False
DX54150,https://www.gewiss.com//ww/en/products/experience-catalogue/catalogs/series/product/building/df-range-flexible-protective-conduit-systems/DX54150,True,True,False
